text,old_resolution,new_resolution,changed,n_labels,rows_at_stake,old_score,new_score,n_sites_old,n_sites_new,synth_gen_old,synth_gen_new,per_site_rows,val_gold,test_gold,decision
isovlv c,DROPPED (tie),DROPPED (tie),False,3,5,,,,,,,"{'priEnteringIsoValve': {'N4-Integ02': 2}, 'priLeavingIsoValve': {'N4-Integ02': 1}, 'twrEnteringIsoValve': {'N4-Integ02': 2}}",,,
rlf dmp cmd,exhaustDamper,exhaustDamper,False,2,5,4.0,2.0,1,1,0/0,0/0,"{'exhaustDamper': {'N4-Integ02': 4}, 'reliefDamper': {'N4-Integ04': 1}}",reliefDamper,N4-Integ06:reliefDamper,
chwr temp,secEnteringTemp,secEnteringTemp,False,2,5,4.0,2.828,2,2,0/0,0/0,"{'priEnteringTemp': {'N4-Integ03': 1}, 'secEnteringTemp': {'N4-Integ03': 2, 'N4-Integ04': 2}}",,,
hx ena,systemEnable,systemEnable,False,2,5,3.0,1.732,1,1,0/0,0/0,"{'heatingEnable': {'N4-Integ03': 2}, 'systemEnable': {'N4-Integ04': 3}}",,,
pre ht tmp sp,minOutsideTempSp,minOutsideTempSp,False,3,5,3.0,1.732,1,1,0/0,0/0,"{'minOutsideTempSp': {'N4-Integ03': 3}, 'heatingCoilDischargeTempSp': {'N4-Integ03': 1}, 'preHeatingTempSp': {'N4-Integ03': 1}}",,,
sf spd sig,dischargeFanSpeedFb,dischargeFanSpeedFb,False,2,5,4.0,2.0,1,1,0/0,0/0,"{'dischargeFanSpeedFb': {'N4-Integ03': 4}, 'returnFanSpeed': {'N4-Integ03': 1}}",,,
under flr tmp sp,zoneTempSp,zoneTempSp,False,2,5,3.0,1.732,1,1,0/0,0/0,"{'dischargeTempSp': {'N4-Integ03': 2}, 'zoneTempSp': {'N4-Integ03': 3}}",,,
chiller capacity,chillerLoad,chillerLoad,False,2,5,3.0,1.732,1,1,0/0,0/0,"{'chillerLoad': {'N4-Integ04': 3}, 'chillerSpeedFb': {'N4-Integ04': 2}}",,N4-Integ06:chillerDemand,
cooling state,DROPPED (tie),DROPPED (tie),False,3,4,,,,,,,"{'coolingStatus': {}, 'coolingEnable': {'N4-Integ02': 2}, 'coolingStage': {'N4-Integ02': 2}}",,,
steamvlv cmd,DROPPED (tie),DROPPED (tie),False,3,4,,,,,,,"{'steamValve': {}, 'heatingValveOneThird': {'N4-Integ02': 2}, 'heatingValveTwoThird': {'N4-Integ02': 2}}",,,
hw pump status,heatingCoilPumpStatus,heatingCoilPumpStatus,False,2,4,3.0,2.414,1,1,1/0,1/0,"{'heatingCoilPumpStatus': {'N4-Integ03': 2}, 'priPumpStatus': {'N4-Integ01': 2}}",,,
chilled water return temp,coolingCoilLeavingTemp,coolingCoilLeavingTemp,False,2,4,4.0,2.0,1,1,0/0,0/0,"{'evapEnteringTemp': {}, 'coolingCoilLeavingTemp': {'N4-Integ02': 4}}",,,
oa min cfm,outsideFlow,outsideFlow,False,2,4,4.0,2.0,1,1,0/0,0/0,"{'minOutsideFlow': {}, 'outsideFlow': {'N4-Integ02': 4}}",,,
chiller cw lev tt,condLeavingTemp,condLeavingTemp,False,2,4,3.0,1.732,1,1,0/0,0/0,"{'condLeavingTemp': {'N4-Integ01': 3}, 'evapLeavingTemp': {'N4-Integ01': 1}}",,,
chw r tmp,secEnteringTemp,secEnteringTemp,False,3,4,2.0,2.0,2,2,0/0,0/0,"{'evapEnteringTemp': {'N4-Integ01': 1}, 'priEnteringTemp': {'N4-Integ01': 1}, 'secEnteringTemp': {'N4-Integ01': 1, 'N4-Integ02': 1}}",,,
chw s tmp,secLeavingTemp,secLeavingTemp,False,3,4,2.0,2.0,2,2,0/0,0/0,"{'evapLeavingTemp': {'N4-Integ01': 1}, 'priLeavingTemp': {'N4-Integ01': 1}, 'secLeavingTemp': {'N4-Integ01': 1, 'N4-Integ02': 1}}",,,
cw pump s s,DROPPED (tie),DROPPED (tie),False,2,4,,,,,,,"{'priPump': {'N4-Integ01': 2}, 'condPump': {'N4-Integ01': 2}}",,,
cw pump vfd,DROPPED (tie),DROPPED (tie),False,2,4,,,,,,,"{'priPumpSpeed': {'N4-Integ01': 2}, 'condPumpSpeed': {'N4-Integ01': 2}}",,,
cw s tmp,twrLeavingTemp,twrLeavingTemp,False,3,4,2.0,1.414,1,1,0/0,0/0,"{'priLeavingTemp': {'N4-Integ01': 1}, 'condLeavingTemp': {'N4-Integ02': 1}, 'twrLeavingTemp': {'N4-Integ02': 2}}",,,
ev ent wtr tmp,DROPPED (tie),DROPPED (tie),False,2,4,,,,,,,"{'evapEnteringTemp': {'N4-Integ01': 2}, 'evapReturnTemp': {'N4-Integ02': 2}}",,,
hwp vfd,priPumpSpeed,priPumpSpeed,False,2,4,3.0,1.732,1,1,0/0,0/0,"{'priPumpSpeed': {'N4-Integ01': 3}, 'secPumpSpeed': {'N4-Integ01': 1}}",,,
hw dp sp,secPressureDeltaSp,secPressureDeltaSp,False,2,4,3.0,1.732,1,1,0/0,0/0,"{'priPressureDeltaSp': {'N4-Integ01': 1}, 'secPressureDeltaSp': {'N4-Integ04': 3}}",,,
rf cmd sts,returnFan,returnFan,False,2,4,3.0,1.732,1,1,0/0,0/0,"{'exhaustFan': {'N4-Integ01': 1}, 'returnFan': {'N4-Integ01': 3}}",,,
ut blr blr ena,boiler,boiler,False,2,4,3.0,1.732,1,1,0/0,0/0,"{'boiler': {'N4-Integ01': 3}, 'systemEnable': {'N4-Integ01': 1}}",,,
unit enable,systemEnable,systemEnable,False,2,4,3.0,2.414,2,2,0/0,0/0,"{'occupancyMode': {'N4-Integ01': 1}, 'systemEnable': {'N4-Integ01': 2, 'N4-Integ02': 1}}",,,
nvo drv speed,secPumpSpeed,secPumpSpeed,False,3,4,2.0,1.414,1,1,0/0,0/0,"{'secPumpSpeed': {'N4-Integ01': 2}, 'twrFanSpeed': {'N4-Integ01': 1}, 'dischargeFanSpeedFb': {'N4-Integ02': 1}}",,,
cwpb s,condPumpStatus,condPumpStatus,False,3,4,2.0,1.414,1,1,0/0,0/0,"{'condPumpStatus': {'N4-Integ02': 2}, 'secPumpStatus': {'N4-Integ02': 1}, 'condPump': {'N4-Integ02': 1}}",,,
cwr v,condLeavingIsoValve,condLeavingIsoValve,False,3,4,2.0,1.414,1,1,0/0,0/0,"{'condLeavingIsoValve': {'N4-Integ02': 2}, 'coolingValve': {'N4-Integ02': 1}, 'priLeavingIsoValve': {'N4-Integ02': 1}}",,,
cws temp sp,condEnteringTempSp,condEnteringTempSp,False,2,4,3.0,1.732,1,1,0/0,0/0,"{'condEnteringTempSp': {'N4-Integ02': 3}, 'condLeavingTempSp': {'N4-Integ02': 1}}",,,
hw pmp ena,DROPPED (tie),DROPPED (tie),False,2,4,,,,,,,"{'secPump': {'N4-Integ02': 2}, 'priPump': {'N4-Integ02': 2}}",heatingCoilPumpEnable,,
humidity sp,DROPPED (tie),DROPPED (tie),False,2,4,,,,,,,"{'returnHumiditySp': {'N4-Integ02': 2}, 'zoneHumiditySp': {'N4-Integ02': 2}}",,,
sec hwr tmp,secEnteringTemp,secEnteringTemp,False,2,4,3.0,1.732,1,1,0/0,0/0,"{'secEnteringTemp': {'N4-Integ02': 3}, 'secLeavingTemp': {'N4-Integ04': 1}}",,,
chl chw iso vlv pos,DROPPED (tie),DROPPED (tie),False,2,4,,,,,,,"{'condIsoValveFb': {'N4-Integ03': 2}, 'evapIsoValveFb': {'N4-Integ03': 2}}",,,
cwp cw pmp spd,condPumpSpeed,condPumpSpeed,False,3,4,2.0,1.414,1,1,0/0,0/0,"{'evapPumpFrequency': {'N4-Integ03': 1}, 'condPumpFrequency': {'N4-Integ03': 1}, 'condPumpSpeed': {'N4-Integ04': 2}}",,,
schw pump status,secPumpStatus,secPumpStatus,False,2,4,3.0,1.732,1,1,0/0,0/0,"{'pumpEnable': {'N4-Integ03': 1}, 'secPumpStatus': {'N4-Integ03': 3}}",,,
cond water return temp,twrEnteringTemp,twrEnteringTemp,False,2,3,3.0,1.732,1,1,0/0,0/0,"{'condEnteringTemp': {}, 'twrEnteringTemp': {'N4-Integ03': 3}}",,,
min oa sp,minOutsideDamperMinSp,minOutsideDamperMinSp,False,3,3,3.0,3.0,0,0,3/0,3/0,"{'minOutsideDamperMinSp': {}, 'minOutsideDamper': {'N4-Integ02': 1}, 'outsideFlowMinSp': {'N4-Integ02': 2}}",,,
ra fan sig,returnFanSpeed,returnFanSpeed,False,2,3,3.0,1.732,1,1,0/0,0/0,"{'returnFan': {}, 'returnFanSpeed': {'N4-Integ01': 3}}",,,
hw sup t,secLeavingTemp,secLeavingTemp,False,2,3,3.0,1.732,1,1,0/0,0/0,"{'heatingCoilLeavingTemp': {}, 'secLeavingTemp': {'N4-Integ01': 3}}",,,
chws flow,evapLeavingFlow,evapLeavingFlow,False,4,3,2.0,2.0,0,0,2/0,2/0,"{'evapLeavingFlow': {}, 'priLeavingFlow': {'N4-Integ03': 1}, 'secLeavingFlow': {'N4-Integ04': 1}, 'secEnteringFlow': {'N4-Integ04': 1}}",,,
chw pmp fdbk,secPumpSpeedFb,secPumpSpeedFb,False,2,3,3.0,1.732,1,1,0/0,0/0,"{'evapPumpStatus': {}, 'secPumpSpeedFb': {'N4-Integ02': 3}}",,,
oa humidity,outsideHumidity,outsideHumidity,False,2,3,6.0,6.0,2,2,4/0,4/0,"{'outsideHumidity': {'N4-Integ02': 1, 'N4-Integ03': 1}, 'outsideHumidty': {'N4-Integ01': 1}}",,,
condp start control,condPump,condPump,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'condPump': {'N4-Integ01': 2}, 'condfPump': {'N4-Integ01': 1}}",,,
ct enable,twrFan,twrFan,False,2,3,3.0,1.732,1,1,0/0,0/0,"{'twrFan': {'N4-Integ01': 3}, 'twrEnable': {}}",,,
chw p1 sts,secPumpStatus,secPumpStatus,False,2,3,2.0,2.0,2,2,0/0,0/0,"{'evapPumpStatus': {'N4-Integ01': 1}, 'secPumpStatus': {'N4-Integ02': 1, 'N4-Integ04': 1}}",,,
chw p2 sts,secPumpStatus,secPumpStatus,False,2,3,2.0,2.0,2,2,0/0,0/0,"{'evapPumpStatus': {'N4-Integ01': 1}, 'secPumpStatus': {'N4-Integ02': 1, 'N4-Integ04': 1}}",,,
cw p1 sts,condPumpStatus,condPumpStatus,False,2,3,2.0,2.0,2,2,0/0,0/0,"{'condPumpStatus': {'N4-Integ01': 1, 'N4-Integ02': 1}, 'priPumpStatus': {'N4-Integ01': 1}}",condPumpStatus,,
heat ex ecw,evapEnteringTemp,evapEnteringTemp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'condEnteringTemp': {'N4-Integ01': 1}, 'evapEnteringTemp': {'N4-Integ01': 2}}",,,
stop run state,secPumpStatus,secPumpStatus,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'secPumpStatus': {'N4-Integ01': 2}, 'twrFanStatus': {'N4-Integ01': 1}}",,,
nvi ref pcnt vfd speed stpt,secPumpSpeedSp,secPumpSpeedSp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'secPumpSpeedSp': {'N4-Integ01': 2}, 'twrFanSpeedSp': {'N4-Integ01': 1}}",,,
nvo drv curnt,secPumpCurrent,secPumpCurrent,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'secPumpCurrent': {'N4-Integ01': 2}, 'twrFanCurrent': {'N4-Integ01': 1}}",,,
nvo drv pwr,secPumpPowerReal,secPumpPowerReal,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'secPumpPowerReal': {'N4-Integ01': 2}, 'twrFanPowerReal': {'N4-Integ01': 1}}",,,
nvo output hz,secPumpFrequency,secPumpFrequency,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'secPumpFrequency': {'N4-Integ01': 2}, 'twrFanFrequency': {'N4-Integ01': 1}}",,,
blr blr ena,boiler,boiler,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'boiler': {'N4-Integ02': 2}, 'systemEnable': {'N4-Integ03': 1}}",,,
blr iso vlv cmd,priEnteringIsoValve,priEnteringIsoValve,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'priEnteringIsoValve': {'N4-Integ02': 2}, 'priLeavingIsoValve': {'N4-Integ02': 1}}",,,
chwbypv o,secBypassValve,secBypassValve,False,2,3,2.0,2.0,2,2,0/0,0/0,"{'secBypassValve': {'N4-Integ02': 1, 'N4-Integ04': 1}, 'bypassValve': {'N4-Integ02': 1}}",,,
cw sup tmp,condLeavingTemp,condLeavingTemp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'condLeavingTemp': {'N4-Integ02': 2}, 'twrLeavingTemp': {'N4-Integ04': 1}}",,,
dps,dischargeEnthalpySp,dischargeEnthalpySp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'dischargeEnthalpySp': {'N4-Integ02': 2}, 'secPressureDeltaSp': {'N4-Integ02': 1}}",,,
fa byp dpr,faceDamper,faceDamper,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'faceBypassDamper': {'N4-Integ02': 1}, 'faceDamper': {'N4-Integ02': 2}}",,,
gly pmp sts,recPumpStatus,recPumpStatus,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'recPumpStatus': {'N4-Integ02': 2}, 'circPumpStatus': {'N4-Integ04': 1}}",secPumpStatus,,
hw byp vlv cmd,secBypassValve,secBypassValve,False,2,3,2.0,2.0,2,2,0/0,0/0,"{'secBypassValve': {'N4-Integ02': 1, 'N4-Integ04': 1}, 'bypassValve': {'N4-Integ04': 1}}",,,
hxhwr tmp,secEnteringTemp,secEnteringTemp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'secEnteringTemp': {'N4-Integ02': 2}, 'priEnteringTemp': {'N4-Integ04': 1}}",,,
hxu sew t,secEnteringTemp,secEnteringTemp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'secEnteringTemp': {'N4-Integ02': 2}, 'secLeavingTemp': {'N4-Integ02': 1}}",,,
hxu slw t,secLeavingTemp,secLeavingTemp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'secLeavingTemp': {'N4-Integ02': 2}, 'secEnteringTemp': {'N4-Integ02': 1}}",,,
pchwp ss,priPump,priPump,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'priPump': {'N4-Integ02': 2}, 'priPumpStatus': {'N4-Integ02': 1}}",,,
rlf o,returnFanSpeed,returnFanSpeed,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'exhaustDamper': {'N4-Integ02': 1}, 'returnFanSpeed': {'N4-Integ04': 2}}",,,
bo chwp ss,evapPump,evapPump,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'evapPump': {'N4-Integ03': 2}, 'evapPumpStatus': {'N4-Integ03': 1}}",,,
ch liq flow switch stat,evapFlowStatus,evapFlowStatus,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'evapFlowStatus': {'N4-Integ03': 2}, 'evapLeavingFlow': {'N4-Integ03': 1}}",,,
chl ena cmd,chiller,chiller,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'chiller': {'N4-Integ03': 2}, 'chillerStatus': {'N4-Integ03': 1}}",,,
cnd flow switch stat,condLeavingFlow,condLeavingFlow,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'condFlowStatus': {'N4-Integ03': 1}, 'condLeavingFlow': {'N4-Integ03': 2}}",,,
chw dp sp,secPressureDeltaSp,secPressureDeltaSp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'priPressureDeltaSp': {'N4-Integ03': 1}, 'secPressureDeltaSp': {'N4-Integ04': 2}}",secPressureDeltaSp,,
chw s temp,evapLeavingTemp,evapLeavingTemp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'evapLeavingTemp': {'N4-Integ03': 2}, 'secLeavingTemp': {'N4-Integ03': 1}}",,,
cw s temp,condLeavingTemp,condLeavingTemp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'condEnteringTemp': {'N4-Integ03': 1}, 'condLeavingTemp': {'N4-Integ03': 2}}",,,
phc tmp sp,preHeatingCoilDischargeTempSp,preHeatingCoilDischargeTempSp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'preHeatingCoilDischargeTempSp': {'N4-Integ03': 2}, 'preHeatingTempSp': {'N4-Integ03': 1}}",,,
smp pmp sts,secPumpStatus,secPumpStatus,False,2,3,3.0,1.732,1,1,0/0,0/0,"{'secPumpStatus': {'N4-Integ03': 3}, 'sumpPumpStatus': {}}",,,
sa pr sp,dischargePressureSp,dischargePressureSp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'dischargePressure': {'N4-Integ03': 1}, 'dischargePressureSp': {'N4-Integ03': 2}}",,,
bst pmp en,circPumpEnable,circPumpEnable,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'circPump': {'N4-Integ04': 1}, 'circPumpEnable': {'N4-Integ04': 2}}",,,
ch ena twr,chiller,chiller,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'chiller': {'N4-Integ04': 2}, 'twrEnable': {'N4-Integ04': 1}}",,,
cond sat temp,compDischargeSatTemp,compDischargeSatTemp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'compDischargeSatTemp': {'N4-Integ04': 2}, 'compLiquidLineTemp': {'N4-Integ04': 1}}",,N4-Integ06:compDischargeSatTemp,
dc f1 dc fan sts,dischargeFanSpeed,dischargeFanSpeed,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'dischargeFanStatus': {'N4-Integ04': 1}, 'dischargeFanSpeed': {'N4-Integ04': 2}}",,,
ecn mode,econMode,econMode,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'econEnable': {'N4-Integ04': 1}, 'econMode': {'N4-Integ04': 2}}",,,
evap pressure,compEnteringPressure,compEnteringPressure,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'compEnteringPressure': {'N4-Integ04': 2}, 'compSuctionPressure': {'N4-Integ04': 1}}",,N4-Integ06:evapLeavingPressure,
evap sat temp,compEnteringTemp,compEnteringTemp,False,2,3,2.0,1.414,1,1,0/0,0/0,"{'compEnteringTemp': {'N4-Integ04': 2}, 'compSuctionSatTemp': {'N4-Integ04': 1}}",,N4-Integ06:compSuctionSatTemp,
inlet tmp,priEnteringTemp,priEnteringTemp,False,2,3,3.0,1.732,1,1,0/0,0/0,"{'priEnteringTemp': {'N4-Integ04': 3}, 'inletTemp': {}}",,,
boiler stat,systemActive,systemActive,False,2,2,2.0,1.414,1,1,0/0,0/0,"{'boilerStatus': {}, 'systemActive': {'N4-Integ03': 2}}",,,
econ available,econEnable,econEnable,False,2,2,2.0,2.0,2,2,0/0,0/0,"{'econStatus': {}, 'econEnable': {'N4-Integ02': 1, 'N4-Integ04': 1}}",,,
occupied cool spt,occupiedCoolSp,occupiedCoolSp,False,2,2,3.0,3.0,1,1,2/0,2/0,"{'occupiedCoolSp': {'N4-Integ02': 1}, 'unoccupiedCoolSp': {'N4-Integ02': 1}}",,,
stm vlv pos cmd,priHeatingValve,priHeatingValve,False,2,2,2.0,1.414,1,1,0/0,0/0,"{'steamValve': {}, 'priHeatingValve': {'N4-Integ03': 2}}",,,
chw ret tmp,DROPPED (tie),DROPPED (tie),False,3,2,,,,,,,"{'evapEnteringTemp': {}, 'priEnteringTemp': {'N4-Integ02': 1}, 'secEnteringTemp': {'N4-Integ03': 1}}",,N4-Integ06:secEnteringTemp,
chw r temp,evapEnteringTemp,evapEnteringTemp,False,2,2,2.0,2.0,1,1,1/0,1/0,"{'evapEnteringTemp': {'N4-Integ03': 1}, 'secEnteringTemp': {'N4-Integ03': 1}}",,,
chw sup tmp,evapLeavingTemp,evapLeavingTemp,False,3,2,2.0,2.0,0,0,2/0,2/0,"{'evapLeavingTemp': {}, 'priLeavingTemp': {'N4-Integ02': 1}, 'secLeavingTemp': {'N4-Integ03': 1}}",,N4-Integ06:secLeavingTemp,
chwp enable,secPump,secPump,False,2,2,2.0,1.414,1,1,0/0,0/0,"{'evapPumpEnable': {}, 'secPump': {'N4-Integ03': 2}}",,,
chwp en,secPumpEnable,secPumpEnable,False,2,2,2.0,1.414,1,1,0/0,0/0,"{'evapPumpEnable': {}, 'secPumpEnable': {'N4-Integ04': 2}}",,,
chw pmp ena,DROPPED (tie),DROPPED (tie),False,3,2,,,,,,,"{'evapPumpEnable': {}, 'priPump': {'N4-Integ02': 1}, 'secPumpEnable': {'N4-Integ02': 1}}",,,
chwp status,secPumpStatus,secPumpStatus,False,2,2,2.0,1.414,1,1,0/0,0/0,"{'evapPumpStatus': {}, 'secPumpStatus': {'N4-Integ03': 2}}",,,
chw pump status,secPumpStatus,secPumpStatus,False,2,2,2.0,1.414,1,1,0/0,0/0,"{'evapPumpStatus': {}, 'secPumpStatus': {'N4-Integ03': 2}}",,,
oa min flow,outsideFlow,outsideFlow,False,2,2,2.0,1.414,1,1,0/0,0/0,"{'minOutsideFlow': {}, 'outsideFlow': {'N4-Integ02': 2}}",outsideFlowMinSp,,
v,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'priValveOneThird': {'N4-Integ01': 1}, 'priValveTwoThird': {'N4-Integ01': 1}}",,,
chw diff prs,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'secPressureDelta': {'N4-Integ01': 1}, 'evapPressureDelta': {'N4-Integ03': 1}}",,,
cw p01 ena,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condPump': {'N4-Integ01': 1}, 'priPump': {'N4-Integ01': 1}}",,,
cw p01 spd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condPumpSpeed': {'N4-Integ01': 1}, 'priPumpSpeed': {'N4-Integ01': 1}}",,,
cw r tmp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'priEnteringTemp': {'N4-Integ01': 1}, 'condEnteringTemp': {'N4-Integ02': 1}}",,,
dx ena,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'coolingStage': {'N4-Integ01': 1}, 'coolingStageEnable': {'N4-Integ04': 1}}",,,
hx chw s tmp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condLeavingTemp': {'N4-Integ01': 1}, 'secLeavingTemp': {'N4-Integ01': 1}}",,,
hx cw rtmp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condEnteringTemp': {'N4-Integ01': 1}, 'priLeavingTemp': {'N4-Integ01': 1}}",,,
hx cw stmp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condLeavingTemp': {'N4-Integ01': 1}, 'priEnteringTemp': {'N4-Integ01': 1}}",,,
jwr temp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'priLeavingTemp': {'N4-Integ01': 1}, 'secEnteringTemp': {'N4-Integ01': 1}}",,,
p1 ct sts,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'circPumpStatus': {'N4-Integ01': 1}, 'secPumpStatus': {'N4-Integ01': 1}}",,,
p1 spd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'circPumpSpeed': {'N4-Integ01': 1}, 'secPumpSpeed': {'N4-Integ01': 1}}",condPumpSpeed,,
p2 spd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'circPumpSpeed': {'N4-Integ01': 1}, 'secPumpSpeed': {'N4-Integ01': 1}}",condPumpSpeed,,
p8 cmd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'secPump': {'N4-Integ01': 1}, 'condPump': {'N4-Integ04': 1}}",,,
p8 sts,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'secPumpStatus': {'N4-Integ01': 1}, 'condPumpStatus': {'N4-Integ04': 1}}",,,
pchw p01 ena,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'evapPump': {'N4-Integ01': 1}, 'secPump': {'N4-Integ01': 1}}",,,
pchw p1 sts,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'evapPumpStatus': {'N4-Integ01': 1}, 'secPumpStatus': {'N4-Integ01': 1}}",,,
primary he return temp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'priEnteringTemp': {'N4-Integ01': 1}, 'priLeavingTemp': {'N4-Integ01': 1}}",,,
chb s,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'chillerStatus': {'N4-Integ02': 1}, 'condPumpStatus': {'N4-Integ02': 1}}",,,
ct ena,systemEnable,systemEnable,False,2,2,2.0,1.414,1,1,0/0,0/0,"{'systemEnable': {'N4-Integ02': 2}, 'twrEnable': {}}",twrFan,,
cts temp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'twrLeavingTemp': {'N4-Integ02': 1}, 'condLeavingTemp': {'N4-Integ02': 1}}",,,
cvwhcs c,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'priMixingValve': {'N4-Integ02': 1}, 'secLeavingIsoValve': {'N4-Integ02': 1}}",,,
cw sp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condLeavingTempSp': {'N4-Integ02': 1}, 'twrLeavingTempSp': {'N4-Integ04': 1}}",,,
cws sp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'secLeavingTempSp': {'N4-Integ02': 1}, 'twrLeavingTempSp': {'N4-Integ02': 1}}",,,
ch wtr vlv pos,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'coolingValve': {'N4-Integ02': 1}, 'coolingValveFb': {'N4-Integ02': 1}}",,,
dp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'secLeavingPressure': {'N4-Integ02': 1}, 'secPressureDelta': {'N4-Integ02': 1}}",,,
hrwe t,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'wheelExhaustTemp': {'N4-Integ02': 1}, 'wheelReturnTemp': {'N4-Integ02': 1}}",,,
hrwr t,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'wheelExhaustTemp': {'N4-Integ02': 1}, 'wheelReturnTemp': {'N4-Integ02': 1}}",,,
ht rec sw tmp,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'recEaCoilEnteringTemp': {'N4-Integ02': 1}, 'recEaCoilLeavingTemp': {'N4-Integ02': 1}}",,,
hx vlv,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'priValveOneThird': {'N4-Integ02': 1}, 'priValveTwoThird': {'N4-Integ02': 1}}",,,
phw f,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'heatingCoilEnteringFlow': {'N4-Integ02': 1}, 'secEnteringFlow': {'N4-Integ04': 1}}",,,
pchwp sts,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'priPump': {'N4-Integ02': 1}, 'priPumpStatus': {'N4-Integ02': 1}}",,,
sys,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'chiller': {'N4-Integ02': 1}, 'chillerEnable': {'N4-Integ02': 1}}",,,
af w spd,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'dischargeFanSpeed': {'N4-Integ03': 1}, 'returnFanSpeed': {'N4-Integ03': 1}}",,,
af w sts,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'dischargeFanStatus': {'N4-Integ03': 1}, 'returnFanStatus': {'N4-Integ03': 1}}",,,
cdp iso vlv pos,DROPPED (tie),DROPPED (tie),False,2,2,,,,,,,"{'condIsoValveFb': {'N4-Integ03': 1}, 'evapIsoValveFb': {'N4-Integ03': 1}}",,,
ct enbl,twrFan,twrFan,False,2,2,2.0,1.414,1,1,0/0,0/0,"{'twrFan': {'N4-Integ03': 2}, 'twrEnable': {}}",,,
