text,context,context_label,name_only_label,rows
chw pmp sts,eq hp m3 pchwp m3 | unit on | kind binary,priPumpStatus,secPumpStatus,1
chw pmp sts,eq hp m2 pchwp m2 | unit on | kind binary,priPumpStatus,secPumpStatus,1
chw pmp sts,eq hp m1 pchwp m1 | unit off | kind binary,priPumpStatus,secPumpStatus,1
chw pmp cmd,eq air handling systems | unit off | kind binary,coolingCoilPump,secPump,1
chw p2 sts,eq cb g chw | unit stopped | kind binary,evapPumpStatus,secPumpStatus,1
chiller enable,eq ncfb c service level central plant chiller plant | unit off | kind binary,chiller,chillerEnable,1
chiller enable,eq mcs multistak | unit auto | kind binary,chiller,chillerEnable,1
chiller enable,eq daikin chiller i os | unit on | kind binary,chiller,chillerEnable,1
chiller enable,eq daikin chiller i os | unit off | kind binary,chiller,chillerEnable,1
chiller enable,eq chiller | unit enabled | kind binary,chiller,chillerEnable,1
chiller cmd,eq chillers logic | unit on | kind binary,systemEnable,chillerEnable,1
ch ena,unit on | kind binary,chiller,chillerEnable,1
ch ena,eq cb g chw | unit stop | kind binary,chiller,chillerEnable,1
zn t sp clg,eq bsmt fc b | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,1
zn t sp clg,eq bsmt fc a | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,1
zn sp,eq ahu a | unit pa | kind analog,zonePressure,zoneTempSp,1
chw flow,eq b chill water system chiller plant | unit galmin | kind analog,evapLeavingFlow,secLeavingFlow,1
chw f,eq dole chw system | unit galminalarminhibit | kind analog,secEnteringFlow,secLeavingFlow,1
chw dp sp,eq chw sys | unit psi | kind analog,priPressureDeltaSp,secPressureDeltaSp,1
chw dp,eq emd chillers chillers | unit psi | kind analog,priPressureDelta,secPressureDelta,1
chw dp,eq chw sys | unit psi | kind analog,priPressureDelta,secPressureDelta,1
cd flw sw,eq heat pumps hp c3 | unit on | kind binary,condEnteringFlow,condFlowStatus,1
cd flw sw,eq heat pumps hp c2 | unit on | kind binary,condEnteringFlow,condFlowStatus,1
cd flw sw,eq heat pumps hp c1 | unit on | kind binary,condEnteringFlow,condFlowStatus,1
zn t sp clg,eq nd flr fv b2 | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,1
zn t sp clg,eq nd flr fv b1 | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,1
zn t sp clg,eq nd flr fv a1 | unit degc | kind analog,zoneCoolSp,occupiedCoolSp,1
ch cmd,eq mcs cogen plant | unit disable | kind binary,chiller,chillerEnable,1
ch cmd,eq chws | unit stop | kind binary,chiller,chillerEnable,1
ch cmd,eq chws | unit not | kind binary,chiller,chillerEnable,1
ch cmd,eq cb g chw | unit stop | kind binary,chiller,chillerEnable,1
ch cmd,eq cb g chw | unit start | kind binary,chiller,chillerEnable,1
cfm stpt min,eq v floor fpb a | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
cfm stpt max,eq v floor fpb a | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
chiller enable,eq norris cotton chiller | unit off | kind binary,chiller,chillerEnable,1
chiller enable,eq ncfb c service level chiller | unit off | kind binary,chiller,chillerEnable,1
chiller enable,eq ncfb c service level central plant chiller plant | unit on | kind binary,chiller,chillerEnable,1
act cool sp,eq vvoa | unit degf | kind analog,occupiedCoolSp,zoneCoolSp,1
zn t sp htg,eq nd flr fv b2 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,1
zn t sp htg,eq nd flr fv b1 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,1
zn t sp htg,eq nd flr fv a1 | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,1
blr hws iso ena,eq flr bn hw sys | unit on | kind binary,priLeavingTemp,priLeavingIsoValve,1
blr hwr tmp,eq energy center hot water system | unit degf | kind analog,secEnteringTemp,priEnteringTemp,1
blr ena,eq hws | unit off | kind binary,systemEnable,boilerEnable,1
blr ena,eq flr bn hw sys | unit on | kind binary,priEnteringTemp,boilerEnable,1
blr blr ena,eq energy center hot water system | unit off | kind binary,systemEnable,boiler,1
bldg st prs avg,eq building | kind analog,buildingPressure,buildingPressureAvg,1
bldg st prs avg,eq ab a2 b | unit inwc | kind analog,buildingPressure,buildingPressureAvg,1
bldg st prs,eq flr ts s ahu sys | unit inwc | kind analog,buildingPressureSp,buildingPressure,1
bldg st prs,eq flr ts n ahu sys | unit inwc | kind analog,buildingPressureSp,buildingPressure,1
bypass valve,eq chiller cm | unit open | kind binary,evapBypassValve,bypassValve,1
byp vlv,eq ph chw upper | unit percent | kind analog,priLeavingIsoValve,bypassValve,1
byp dmp cmd,eq chiller cm | unit percent | kind analog,bypassDamperFb,bypassDamper,1
min cl vol sp,eq flr east vav e2 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr center vav w9 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr center vav w8 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr center vav w7 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr center vav w6 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr center vav w5 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr center vav w4 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr center vav w3 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr center vav w2 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
min cl vol sp,eq flr center vav w1 | unit cfm | kind analog,dischargeFlowMinSp,dischargeFlowCoolMinSp,1
zn t sp htg,eq th flr fvav | unit degc | kind analog,zoneHeatSp,occupiedHeatSp,1
air flow,eq eru e | unit airflow | kind binary,dischargeFanStatus,dischargeFlow,1
act heat sp,eq vvoa | unit degf | kind analog,occupiedHeatSp,zoneHeatSp,1
act fl sp,eq ecb vv b rm | unit degf | kind analog,zoneCoolSp,dischargeFlowSp,1
act fl sp,eq dd e rm oa | unit cfm | kind analog,outsideFlowSp,dischargeFlowSp,1
act fl,eq dd e rm oa | unit cfm | kind analog,outsideFlow,dischargeFlow,1
